sigma_SE,sigma_M32
0.3976005,0.33652800000000005
0.230405,0.933418
0.183723,0.1755145
0.419236,0.4521725
0.445239,0.4787585
0.2044095,0.1752745
0.242266,0.233827
0.4348925,1.412555
0.406292,1.33016
0.45567,1.444365
0.372723,1.439085
0.3881135,1.396055
0.35642450000000003,1.388115
0.30139150000000003,0.8693795
0.3586695,1.429335
0.5216355,0.511649
0.2997465,0.861602
0.3637325,1.432325
0.2089645,1.13194
0.254891,1.47536
0.28239800000000004,1.21561
0.340396,1.4232999999999998
0.330916,1.57684
0.1262295,0.09743755
0.30091100000000004,0.296591
0.4281435,1.4282400000000002
0.422839,0.352441
0.2689205,0.43111
0.3077755,1.06819
0.2266875,0.3063475
0.2649815,1.0857
0.455099,0.4254774999999999
0.25021,1.14515
0.3470845,0.2843245
0.28564100000000003,0.230041
0.5436975,0.2501825
0.15028049999999998,0.100798
0.4690545,0.567878
0.229745,0.4063495
0.273015,0.8899775000000001
0.310394,0.944038
0.2546495,1.41811
0.2213155,0.6219304999999999
0.14026149999999998,0.1521865
0.179009,0.1941895
0.27665649999999997,1.38764
0.2212745,0.5713765
0.686822,0.6656265
0.5151585,0.525232
0.2041885,0.255377
0.4975315,0.2678345
0.2302585,1.614805
0.25996850000000005,0.2010045
0.181753,0.1463855
0.227579,0.14867550000000002
0.207752,1.2597299999999998
0.1573965,0.1193065
0.202419,0.1873945
0.2277035,1.690025
0.3712575,0.496912
0.273351,0.6853715
0.293958,1.629885
0.1895225,0.2098915
0.2122305,0.2638555
0.2589035,0.28629499999999997
0.1878955,0.157498
0.146705,0.1623105
0.280501,0.3752535
0.2442885,0.223291
0.3059345,0.315347
0.407736,0.589425
0.259868,0.2089925
0.212139,0.5275845
0.215477,0.430383
0.28054,0.2743965
0.230839,1.269715
0.427456,0.2175895
0.3630935,1.24383
0.173121,0.139699
0.23336200000000001,0.4000265
0.3597075,0.298001
0.392943,0.6658215000000001
0.4728075000000001,1.360965
0.3509555,0.3076705
0.176205,0.2068155
0.2038275,0.1759735
0.2269245,1.655085
0.3013305,1.3369650000000002
0.982823,0.7144539999999999
0.296134,0.477311
0.214987,0.1673945
0.1337355,0.151119
0.4547295,0.3962225
0.2360605,1.331385
0.411596,0.31742000000000004
0.31718749999999996,0.9126045
0.3060275,1.83324
0.8424315,0.6088495
0.2605725,0.5722025
0.4134475,1.28106
0.1815,0.229296
0.174761,0.1520475
0.33853500000000003,1.274495
0.268241,0.2104095
0.3323305,0.29521149999999996
0.352205,0.6528075
0.322396,1.648115
0.4015755,0.8264735000000001
0.653564,0.522349
0.366075,0.4686405
0.154036,0.13146449999999998
0.299011,0.43839
0.2195845,1.17738
0.227284,0.185707
0.191646,0.206543
0.1165235,0.09471565
0.251965,0.317933
0.284823,1.605485
0.33288300000000004,0.5738965
0.304304,0.4168535
0.7635190000000001,1.12251
0.16471750000000002,0.1599785
0.183141,0.1472685
0.2923155,0.241708
0.22757549999999999,1.650365
0.1611035,0.1259905
0.2072565,1.23533
0.36806,0.274686
0.229129,0.1658245
0.260953,0.274321
0.2410235,0.6369389999999999
0.527426,0.588652
0.32323999999999997,0.923536
0.23301,0.1791625
0.3085785,0.440267
0.2706315,0.3347805
0.151502,0.1549615
0.269442,1.488515
0.3400705,0.2517425
0.3343125,0.30697850000000004
0.4189695,0.30649150000000003
0.2310675,1.61782
0.5236775,0.5126425
0.238582,0.4864045
0.230133,1.5369000000000002
0.5291250000000001,0.1877335
0.2249275,1.62247
0.1804555,0.1699515
0.236256,1.554445
0.2434485,1.57392
0.136264,0.110243
0.2503185,1.57838
0.5694415,0.694213
0.5345425,0.634649
0.2523815,0.993719
0.23407,1.535615
0.373866,0.209696
0.6052715,0.6618755000000001
0.236504,0.1727755
0.1413105,0.1406845
0.2304645,1.65834
0.1968045,0.258694
0.28484200000000004,1.08276
0.238921,0.3849625
0.375116,0.5437405
0.2940605,1.40623
0.184744,0.810195
0.22879,1.67143
0.2916835,1.27264
0.2974335,0.76952
0.372388,0.5958715
0.231926,1.662395
0.3215555,0.194287
0.331792,0.238937
0.2178035,1.4146
0.451517,0.4249345
0.313118,0.7089595
0.1386185,0.114851
0.15882849999999998,0.113238
0.2075515,1.249085
0.27161199999999996,1.491825
0.1728985,0.118386
0.3316155,0.4375425
0.250896,0.520858
0.17947000000000002,0.1113425
0.3678015,0.3602085
0.4318755,0.3987505
0.3493585,0.1966095
0.29723299999999997,1.55958
0.19228,0.1493215
0.161196,0.129871
0.2251155,1.594215
0.220881,1.38931
0.34983450000000005,0.997683
0.3199475,0.3401365
0.2361725,0.15636850000000002
0.253478,0.193001
0.3237545,0.326614
0.357203,0.262038
0.218968,1.101575
0.255062,0.211158
0.330038,0.34434450000000005
0.25044049999999995,0.3253065
0.1944565,0.157211
0.2190945,0.162101
0.428354,0.7727785
0.194753,0.140151
0.148253,0.1437365
0.5153705,0.6513645
0.3265265,1.412145
0.30158399999999996,0.252385
0.199195,0.157888
0.2409545,0.3400205
0.430412,0.3512465
0.228105,0.221718
0.309562,1.5147
0.2543535,0.231567
0.2710185,0.693659
0.27718,1.339645
0.6632180000000001,0.4421605
0.378434,1.41205
0.274302,0.3393815
0.283728,1.624085
0.338627,1.08075
0.3676425,1.1939700000000002
0.412261,0.5144295
0.25332699999999997,0.3114
0.113283,0.0802277
0.2111095,1.246285
0.178166,0.116661
0.2307025,1.63957
0.24426,0.2669505
0.373734,0.389188
0.3336665,0.5010920000000001
0.1656265,0.1658195
0.3792095,0.8463164999999999
0.510095,0.4345735
0.3006295,0.2896915
0.28624700000000003,0.683468
0.226821,1.58465
0.2461845,1.12083
0.3361365,0.581431
0.276903,1.504925
0.30232899999999996,0.30042650000000004
0.2942325,0.2365515
0.249143,0.1885075
0.2553715,1.4799600000000002
0.350773,0.4038845
0.464076,0.416558
0.2164755,1.42913
0.141442,0.14160899999999998
0.2401225,1.566465
0.2956105,0.1746475
0.32634,0.7669315
0.1558835,0.171427
0.2332885,1.525955
0.2156185,0.897232
0.4475135,1.2596349999999998
0.548884,0.6127895
0.26176449999999996,1.577885
0.675073,0.51261
0.2147005,1.54569
0.201991,0.1522685
0.396555,0.462236
0.224665,1.60081
0.2188335,0.237733
0.377679,1.19673
0.2201905,1.644955
0.4598935,1.784495
0.4671485,0.4812945
0.410237,1.59918
0.29153850000000003,0.191147
0.215821,1.174395
0.3185345,1.08707
0.661619,0.665693
0.2242055,1.591355
0.1754715,0.1344735
0.434605,1.0441600000000002
0.240046,0.3723005
0.33529,0.210577
0.5304365,1.20601
0.201808,0.187107
0.1658015,0.1237905
0.362803,0.340687
0.26650050000000003,0.6946515
0.207022,0.1987115
0.2486975,0.3690605
0.2110765,1.409315
0.448123,0.425253
0.4217985,1.38141
0.25393750000000004,0.921424
0.528848,0.4669475
0.218832,1.50429
0.216836,1.58821
0.3181525,1.248725
0.5899639999999999,1.342115
0.28568,1.600545
0.303411,1.3211
0.334965,0.6560619999999999
0.2478455,1.551085
0.219346,1.374415
0.28911200000000004,1.377635
0.934331,0.4410495
0.2277785,1.66453
0.181424,0.110189
0.3068915,0.5987214999999999
0.230157,1.652315
0.329554,0.928256
0.396853,1.485105
0.324567,1.408545
0.28919700000000004,1.503305
0.26981900000000003,1.472105
0.29357999999999995,1.45381
0.4846685,0.6977245
0.240737,1.26902
0.3598985,1.06439
0.2497065,1.4460350000000002
0.223432,0.497178
0.1405725,0.2175015
0.205926,0.8027275
0.186824,1.21443
0.268834,1.2508400000000002
0.25620350000000003,1.400475
0.218669,1.415955
0.4891015,0.4798875
0.462689,1.1713749999999998
0.4272365,1.1732399999999998
0.228458,1.27829
0.281024,0.26294850000000003
0.1327345,0.1010255
0.183706,0.12597799999999998
0.2115675,0.4378
0.387599,0.435667
0.152327,0.13453700000000002
0.47635,0.476995
0.365277,1.288585
0.308962,0.312012
0.363671,1.7058300000000002
0.234898,0.299112
0.313417,1.40045
0.26155,0.2502275
0.58118,0.541296
0.1884645,0.16576400000000002
0.141477,0.0968849
0.31074,0.4250275
0.2023975,0.14947349999999998
0.2085625,0.807879
0.335374,0.4227729999999999
0.2625575,1.340695
0.2864785,1.293715
0.2812285,0.713074
0.2222825,0.258265
0.5576245,0.7338564999999999
0.243469,1.350955
0.4191385,0.829742
0.17204750000000002,0.324676
0.2394155,1.02527
0.164954,0.112228
0.317489,0.3188225
0.252119,0.160501
0.1969645,0.2524995
0.238015,0.969621
0.185408,0.12645700000000001
0.454063,0.5463785
0.3047115,0.3206275
0.420199,0.917774
0.260073,0.29323
0.2598835,0.245412
0.168097,0.1612305
0.30108250000000003,1.002875
0.1742725,0.610123
0.1419225,0.09870435
0.5372115,0.29355549999999997
0.3898945,0.4022165
0.5350220000000001,0.5004005
0.410304,0.591177
0.1973455,0.2492415
0.201578,0.1976995
0.27951000000000004,0.1875685
0.27849,0.453528
0.5404724999999999,1.060715
0.58807,1.13288
0.397458,0.3264035
0.3417645,0.3855615
0.291906,1.703835
0.5440395,0.5107124999999999
0.278653,0.1790275
0.3063195,0.27463499999999996
0.2067975,1.318625
0.194543,0.178402
0.2231955,1.242335
0.26318450000000004,1.3158949999999998
0.25838,0.1966355
0.431466,0.4360555
0.2610975,1.2957299999999998
0.4476805,0.369757
0.5768815,0.553174
0.539087,0.2932005
0.503945,0.2393745
0.2215395,1.339785
0.2125295,1.1733
0.2102165,1.14348
0.25167649999999997,0.129908
0.31803099999999995,0.187572
0.258626,0.1351295
0.232628,0.16819250000000002
0.0642295,0.07950689999999999
0.4686735,0.29413849999999997
0.36589,0.278297
0.31538849999999996,0.314612
0.206982,0.9755795
0.16023700000000002,0.108512
0.224463,1.232485
0.165893,0.142342
0.234422,1.0660150000000002
0.233221,1.41535
0.426151,0.395336
0.217812,1.1987450000000002
0.704141,1.05665
0.259402,1.14233
0.25175800000000004,1.207395
0.27285950000000003,1.310195
0.2938655,0.8164469999999999
0.3516395,0.332267
0.322372,0.8613465
0.26111249999999997,1.28858
0.1813135,0.7591855000000001
0.412293,0.5202659999999999
0.2795385,0.192414
0.57784,0.408353
0.2908095,0.235175
0.34201550000000003,0.26552
0.31470699999999996,1.0553
0.263023,0.7477775
0.300817,1.283745
0.288608,0.4526735
0.283163,1.04663
0.285908,1.236965
0.20175,0.1717935
0.2923515,0.26646400000000003
0.295148,1.261925
0.408195,0.4138935
0.24642,0.210279
0.4205465000000001,0.397983
0.25437,0.2052455
0.2369865,0.2730485
0.3629785,0.263276
0.3749305,0.5588905
0.3482035,0.33373949999999997
0.4492955,0.5156945
0.3051225,1.926805
0.6771625,0.9231665
0.258464,0.2264825
0.2752745,0.2907385
0.2903715,0.227833
0.3242365,0.746509
0.3487405,1.20771
0.420975,1.03122
0.475769,0.9139255
0.409216,0.9731905
0.4011955,0.8820140000000001
0.6142315,0.630852
0.598113,0.681515
0.5090870000000001,0.680867
0.344452,0.832955
0.493302,1.104165
0.34158849999999996,0.9411615
0.16648049999999998,0.6019335
0.3583965,1.14087
0.3967765,1.0482049999999998
0.4071085,1.854745
0.3006775,0.30976000000000004
0.4715365,0.635091
0.282159,1.59139
0.372567,0.4061855
0.4918815,0.6537735
0.347553,0.4190620000000001
0.3884895,0.6058025
0.31988099999999997,0.2781615
0.29807,1.845185
0.4146145,0.7580294999999999
0.357166,0.641409
0.2074765,0.1706955
0.5017834999999999,0.34810450000000004
0.4238095,0.33117050000000003
0.0831781,0.0910384
0.2537535,0.2725875
0.349492,0.3328045
0.466683,0.642398
0.6489750000000001,0.987416
0.386399,1.696565
0.235123,1.154595
0.3164935,1.3552650000000002
0.386752,1.58595
0.5410715,0.9284035
0.353206,1.164695
0.314286,0.26199300000000003
0.339611,1.4204
0.428189,0.438916
0.4212355,2.1116599999999996
0.409129,0.6546055
0.351344,0.3478325
0.3741495,0.752903
0.333793,0.454455
0.336928,0.6465265
0.327967,0.5359115000000001
0.2473245,0.2082895
0.442593,1.0372249999999998
0.395251,1.529515
0.645471,1.23133
0.418883,0.778054
0.25650850000000003,0.2081495
0.409102,0.2964585
0.375656,1.537295
0.4568145,1.87915
0.439336,0.4081175
0.3514655,0.6599865
0.347224,0.7760085
0.30273649999999996,0.3063965
0.370375,1.78573
0.29624799999999996,0.500867
0.308245,0.2677235
0.3039,0.899992
0.3531915,1.31946
0.4011335,1.774735
0.634328,1.05945
0.298149,0.2939805
0.207479,0.30551700000000004
0.2797945,0.253164
0.35711649999999995,1.711845
0.632747,0.8307595
0.3144655,0.282796
0.3063475,1.700275
0.313235,0.513787
0.3834765,1.56731
0.54165,0.492562
0.318297,0.31471499999999997
0.584057,1.12073
0.283387,0.990242
0.3968779999999999,0.548009
0.289648,0.429251
0.373275,0.4016070000000001
0.2789235,0.2923935
0.3800115,1.352085
0.3066125,0.29339649999999995
0.44499,0.5941775
0.4396435,0.63734
0.308265,0.3260225
0.175701,0.129953
0.379854,1.41126
0.4113205,0.457624
0.343251,0.48507
0.4050804999999999,1.44882
0.1928265,0.161163
0.4320275,0.5268619999999999
0.4646135,1.870535
0.4530395,0.5259915
0.3819905,0.4374645
0.341928,1.12975
0.3025015,0.2376645
0.31888,0.403263
0.427467,0.5208965
0.3672565,1.251895
0.318013,0.5441855
0.4204365,0.387864
0.193684,0.1442295
0.4692955,0.34098249999999997
0.357998,0.27771
0.33551450000000005,0.2843865
0.383207,0.346582
0.341794,0.314819
0.341738,0.38459
0.6423445,0.8252855
0.3320805,0.968371
0.374318,0.944798
0.3121515,0.23046
0.8412055,0.585234
0.7864135,0.5761499999999999
0.2870245,0.366701
0.3870495,1.47171
0.366469,1.69317
0.34550650000000005,1.02392
0.6280675,0.644876
0.276018,0.2126995
0.3899815,1.275135
0.6505639999999999,0.5593075
0.384424,1.28525
0.31668050000000003,0.283371
0.3026025,1.899445
0.3789555,1.378175
0.4504815,1.081835
0.216536,0.1613705
0.3762775,0.48391
0.3414485,0.331442
0.3034365,1.03396
0.38247,1.346895
0.376577,1.708795
0.321588,0.3205265
0.35639,0.8350759999999999
0.2370815,0.2207295
0.39315,0.488603
1.02569,0.822978
0.388616,0.9954285
0.3251825,0.322079
0.536753,0.811416
0.391929,0.4990595
0.4833625,0.378536
0.4421975,0.402245
0.294074,0.250927
0.2802885,0.259834
0.28913500000000003,0.243615
0.470949,0.31203400000000003
0.386541,0.357894
0.33307,0.28229000000000004
0.264907,0.233617
0.402758,1.5515949999999998
0.29038600000000003,0.2334945
0.5024919999999999,0.5791729999999999
0.286217,0.2475215
0.374373,1.361455
0.405182,1.605045
0.3980655,1.697385
0.32732649999999996,0.625408
0.3066805,0.315881
0.3646375,1.178215
0.2387005,0.2007585
0.28451899999999997,0.262297
0.388433,0.96868
0.3052625,0.2783915
0.3283745,1.06191
0.34657899999999997,0.4761475
0.4041375,1.71235
0.393569,1.20599
0.30144,0.250633
0.238976,0.1904835
0.375366,0.9957695
0.2751215,0.2357765
0.29704200000000003,0.3555155
0.5403249999999999,0.515774
0.4052035,1.12303
0.33360650000000003,0.2764215
0.27695349999999996,0.2335505
0.4025465,0.4325445
0.32882849999999997,0.2726755
0.34255199999999997,1.2451150000000002
0.302402,0.3535655
0.391331,1.54886
0.341822,0.407308
0.212437,0.209148
0.4828755,0.4600415
0.439869,1.0638200000000002
0.30132349999999997,0.288608
0.32510700000000003,0.4358675
0.264268,0.2398785
0.357576,0.3246085
0.363319,0.3103265
0.39402,0.3716205
0.310189,0.508496
0.32772100000000004,0.6157835
0.275566,0.294281
0.280592,0.20553
0.418148,0.3711910000000001
0.1791985,0.1489755
0.323843,0.4007605
0.3183945,0.2684575
0.397759,0.8957204999999999
0.3045505,0.285341
0.30340999999999996,0.254786
0.419216,0.358234
0.3005055,0.259303
0.2967685,0.227715
0.2729315,0.2457215
0.3937105,1.205555
0.4705125,0.515116
0.3270475,0.4029575
0.35953250000000003,1.2927650000000002
0.2985665,0.278911
0.4597205,1.03152
0.6152115,0.7166845
0.358446,1.701615
0.416412,0.8479895
0.336246,0.344456
0.4266875,1.003445
0.411067,1.3477
0.2365555,0.191678
0.397203,0.973842
0.350931,1.28074
0.3513535,1.30846
0.3564365,0.353234
0.582119,0.5720715000000001
0.349632,0.7452705
0.550655,0.389613
0.4189695,1.96497
0.757444,0.5252295
0.5440965,0.5346715
0.35345550000000003,1.31038
0.7687824999999999,0.7455505
0.4434035,1.7674
0.399299,0.852908
0.4800265,0.382273
0.243557,1.41162
0.229146,0.278546
0.3937485,1.5338699999999998
0.410454,1.986525
0.377283,0.329426
0.3206095,0.4305795
0.330225,0.33584349999999996
0.2311905,0.249909
0.3894225,0.696473
0.2860655,0.3157575
0.284854,0.2634135
0.231943,0.2333955
0.374868,1.541125
0.407574,0.5848035
0.5176255000000001,0.7096914999999999
0.301217,0.25536000000000003
0.359548,0.5617624999999999
0.7737609999999999,0.8631135000000001
0.5443800000000001,1.51253
0.6747764999999999,0.7431405
0.2696425,0.211027
0.3275865,0.323539
0.3790155,0.40843
0.3766085,1.22876
0.4324245,1.396605
0.3112905,0.2406495
0.3648375,0.27965
0.5346580000000001,1.259845
0.4958465,1.685775
0.5902025,0.7723960000000001
0.5232975,0.3901265
1.0316999999999998,0.7639024999999999
0.3317455,0.26102800000000004
0.5304255,1.420965
0.421673,0.45749
0.4342285,0.2763835
0.3944135,0.422439
0.385414,0.2866855
0.3315445,1.07668
0.496968,0.456394
0.31937899999999997,0.278162
0.456871,1.527935
0.9512755,0.7127429999999999
0.3601495,0.3075925
0.4670315,1.72252
0.4856605,1.1574
0.964066,0.972879
0.4010565,0.358888
0.470405,0.431789
0.34020249999999996,0.25752949999999997
0.355055,1.78228
0.5691925,0.7236020000000001
0.3189425,0.4444965
0.386048,1.351775
0.3094095,0.2709835
0.542792,1.718065
0.42307,0.4688965
0.824727,0.4950785
0.4422575,0.6491555
0.4331165,0.5613475
0.3297505,0.4639445
0.364827,0.405393
0.46060449999999997,0.9737025
0.4857835,1.44342
0.496499,0.6521414999999999
0.365701,1.87831
0.3808485,0.3790895
0.5163285,0.50671
0.470976,0.485618
0.33374000000000004,0.285293
0.790551,0.4831845
0.3262755,0.366937
0.4215595,0.8888245
0.345824,0.344931
0.3109065,0.3458335
0.4934615,1.158815
0.450789,0.418112
0.429578,1.0689700000000002
0.349265,0.3448175
0.2975185,0.231787
0.2425555,0.2138125
0.6517255,0.797668
0.343062,0.4252605
0.3884305,1.539575
0.508598,0.4904945
0.454399,0.292693
0.4455325,1.72991
0.491779,0.6575635
0.422114,1.69927
0.505862,1.69699
0.521131,0.343403
0.3680409999999999,0.339469
